FTM  Movel Piloto CBD (MZ_FTM_1365),MZ CPF - Nº de ciclos distribuidos Microgynon 20-24 yrs,,21,
FTM  Movel Piloto CBD (MZ_FTM_1365),MZ CPF - Nº de ciclos distribuidos Microgynon 25 +,,,63
FTM  Movel Piloto CBD (MZ_FTM_1365),MZ CPF - Nº de ciclos distribuidos Microgynon < 20,12,,
FTM  Movel Piloto CBD (MZ_FTM_1365),MZ CPF - Nº de ciclos distribuidos Microlut 20-24 yrs,,1,
FTM  Movel Piloto CBD (MZ_FTM_1365),MZ CPF - Nº de ciclos distribuidos Microlut 25 +,,,9
FTM  Movel Piloto CBD (MZ_FTM_1365),MZ CPF - Nº de implante 5 anos inseridos 20-24 yrs,,2,
FTM  Movel Piloto CBD (MZ_FTM_1365),MZ CPF - Nº de implante 5 anos inseridos 25 +,,,5
FTM  Movel Piloto CBD (MZ_FTM_1365),MZ CPF - Nº de injectavel 3 mes 20-24 yrs,,3,
FTM  Movel Piloto CBD (MZ_FTM_1365),MZ CPF - Nº de injectavel 3 mes 25 +,,,5
FTM  Movel Piloto CBD (MZ_FTM_1365),MZ CPF - Nº de injectavel 3 mes < 20,1,,
FTM  Movel Piloto CBD (MZ_FTM_1365),MZ CPF - Total de utentes novas no metodo - Implante 20-24 yrs,,2,
FTM  Movel Piloto CBD (MZ_FTM_1365),MZ CPF - Total de utentes novas no metodo - Implante 25 +,,,5
FTM  Movel Piloto CBD (MZ_FTM_1365),MZ CPF - Total de utentes novas no metodo - Injectavel 20-24 yrs,,3,
FTM  Movel Piloto CBD (MZ_FTM_1365),MZ CPF - Total de utentes novas no metodo - Injectavel 25 +,,,5
FTM  Movel Piloto CBD (MZ_FTM_1365),MZ CPF - Total de utentes novas no metodo - Injectavel < 20,1,,
FTM  Movel Piloto CBD (MZ_FTM_1365),MZ CPF - Total de utentes novas no metodo - Pilula 20-24 yrs,,22,
FTM  Movel Piloto CBD (MZ_FTM_1365),MZ CPF - Total de utentes novas no metodo - Pilula 25 +,,,72
FTM  Movel Piloto CBD (MZ_FTM_1365),MZ CPF - Total de utentes novas no metodo - Pilula < 20,12,,
FTM  Movel Piloto CBD (MZ_FTM_1365),MZ CPF - Total de utentes novas no método - Sayana (Enfermeira),3,5,8
FTM  Movel Piloto CBD (MZ_FTM_1365),MZ CPF - N? de Sayana Press distribuido pela PSC Tem Mais+,,,10
FTM  Movel Piloto CBD (MZ_FTM_1365),MZ CPF - N? de Sayana Press distribuido pela Enfermeira,3,5,8
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Injectável Utentes Seguintes 20-24 yrs,,17,
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Injectável Utentes Seguintes 25 +,,,43
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Injectável Utentes Seguintes < 20,12,,
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Nº de DIU 10 anos inseridos 25 +,,,1
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Nº de DIU 10 anos inseridos < 20,1,,
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Nº de ciclos distribuidos Microgynon 20-24 yrs,,40,
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Nº de ciclos distribuidos Microgynon 25 +,,,58
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Nº de ciclos distribuidos Microgynon < 20,38,,
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Nº de ciclos distribuidos Microlut 20-24 yrs,,31,
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Nº de ciclos distribuidos Microlut 25 +,,,36
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Nº de ciclos distribuidos Microlut < 20,27,,
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Nº de implante 5 anos inseridos 20-24 yrs,,2,
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Nº de implante 5 anos inseridos 25 +,,,13
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Nº de implante 5 anos inseridos < 20,18,,
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Nº de injectavel 3 mes 20-24 yrs,,24,
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Nº de injectavel 3 mes 25 +,,,52
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Nº de injectavel 3 mes < 20,21,,
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Total de utentes novas no metodo - DIU 25 +,,,1
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Total de utentes novas no metodo - DIU < 20,1,,
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Total de utentes novas no metodo - Implante 20-24 yrs,,2,
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Total de utentes novas no metodo - Implante 25 +,,,13
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Total de utentes novas no metodo - Implante < 20,18,,
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Total de utentes novas no metodo - Injectavel 20-24 yrs,,7,
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Total de utentes novas no metodo - Injectavel 25 +,,,9
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Total de utentes novas no metodo - Injectavel < 20,9,,
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Total de utentes novas no metodo - Pilula 20-24 yrs,,15,
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Total de utentes novas no metodo - Pilula 25 +,,,12
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Total de utentes novas no metodo - Pilula < 20,18,,
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Utentes com Seroestado Desconhecido 20-24 yrs,,33,
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Utentes com Seroestado Desconhecido 25 +,,,31
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Utentes com Seroestado Desconhecido < 20,30,,
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Utentes com Seroestado HIV+ a entrada 20-24 yrs,,2,
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Utentes com Seroestado HIV+ a entrada 25 +,,,1
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Utentes que continuam o metodo - Implante 20-24 yrs,,3,
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Utentes que continuam o metodo - Implante 25 +,,,2
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Utentes que continuam o metodo - Implante < 20,4,,
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Utentes que continuam o metodo - Pilula 20-24 yrs,,31,
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Utentes que continuam o metodo - Pilula 25 +,,,46
FTM Agostinho Neto (MZ_FTM_1261),MZ CPF - Utentes que continuam o metodo - Pilula < 20,36,,
FTM Anchilo (MZ_FTM_1230),MZ CPF - Injectável Utentes Seguintes 20-24 yrs,,107,
FTM Anchilo (MZ_FTM_1230),MZ CPF - Injectável Utentes Seguintes 25 +,,,210
FTM Anchilo (MZ_FTM_1230),MZ CPF - Injectável Utentes Seguintes < 20,51,,
FTM Anchilo (MZ_FTM_1230),MZ CPF - Nº de DIU 10 anos inseridos 20-24 yrs,,21,
FTM Anchilo (MZ_FTM_1230),MZ CPF - Nº de DIU 10 anos inseridos 25 +,,,39
FTM Anchilo (MZ_FTM_1230),MZ CPF - Nº de ciclos distribuidos Microgynon 20-24 yrs,,78,
FTM Anchilo (MZ_FTM_1230),MZ CPF - Nº de ciclos distribuidos Microgynon 25 +,,,32
FTM Anchilo (MZ_FTM_1230),MZ CPF - Nº de ciclos distribuidos Microgynon < 20,149,,
FTM Anchilo (MZ_FTM_1230),MZ CPF - Nº de ciclos distribuidos Microlut 20-24 yrs,,32,
FTM Anchilo (MZ_FTM_1230),MZ CPF - Nº de ciclos distribuidos Microlut 25 +,,,13
FTM Anchilo (MZ_FTM_1230),MZ CPF - Nº de ciclos distribuidos Microlut < 20,109,,
FTM Anchilo (MZ_FTM_1230),MZ CPF - Nº de implante 5 anos inseridos 20-24 yrs,,39,
FTM Anchilo (MZ_FTM_1230),MZ CPF - Nº de implante 5 anos inseridos 25 +,,,44
FTM Anchilo (MZ_FTM_1230),MZ CPF - Nº de injectavel 3 mes 20-24 yrs,,278,
FTM Anchilo (MZ_FTM_1230),MZ CPF - Nº de injectavel 3 mes 25 +,,,276
FTM Anchilo (MZ_FTM_1230),MZ CPF - Nº de injectavel 3 mes < 20,80,,
FTM Anchilo (MZ_FTM_1230),MZ CPF - Total de utentes novas no metodo - DIU 20-24 yrs,,21,
FTM Anchilo (MZ_FTM_1230),MZ CPF - Total de utentes novas no metodo - DIU 25 +,,,39
FTM Anchilo (MZ_FTM_1230),MZ CPF - Total de utentes novas no metodo - Implante 20-24 yrs,,39,
FTM Anchilo (MZ_FTM_1230),MZ CPF - Total de utentes novas no metodo - Implante 25 +,,,44
FTM Anchilo (MZ_FTM_1230),MZ CPF - Total de utentes novas no metodo - Injectavel 20-24 yrs,,171,
FTM Anchilo (MZ_FTM_1230),MZ CPF - Total de utentes novas no metodo - Injectavel 25 +,,,66
FTM Anchilo (MZ_FTM_1230),MZ CPF - Total de utentes novas no metodo - Injectavel < 20,29,,
FTM Anchilo (MZ_FTM_1230),MZ CPF - Total de utentes novas no metodo - Pilula 20-24 yrs,,38,
FTM Anchilo (MZ_FTM_1230),MZ CPF - Total de utentes novas no metodo - Pilula 25 +,,,9
FTM Anchilo (MZ_FTM_1230),MZ CPF - Total de utentes novas no metodo - Pilula < 20,51,,
FTM Anchilo (MZ_FTM_1230),MZ CPF - Utentes com Seroestado Desconhecido 20-24 yrs,,204,
FTM Anchilo (MZ_FTM_1230),MZ CPF - Utentes com Seroestado Desconhecido 25 +,,,210
FTM Anchilo (MZ_FTM_1230),MZ CPF - Utentes com Seroestado Desconhecido < 20,31,,
FTM Anchilo (MZ_FTM_1230),MZ CPF - Utentes com Seroestado HIV+ a entrada 20-24 yrs,,3,
FTM Anchilo (MZ_FTM_1230),MZ CPF - Utentes com Seroestado HIV+ a entrada 25 +,,,4
FTM Anchilo (MZ_FTM_1230),MZ CPF - Utentes que continuam o metodo - Pilula 20-24 yrs,,24,
FTM Anchilo (MZ_FTM_1230),MZ CPF - Utentes que continuam o metodo - Pilula 25 +,,,12
FTM Anchilo (MZ_FTM_1230),MZ CPF - Utentes que continuam o metodo - Pilula < 20,69,,
